CHR,START,STOP
3,65000000,67000000
3,65500000,67500000
3,66000000,68000000
3,66500000,68500000
3,67000000,69000000
3,67500000,69500000
3,68000000,70000000
3,68500000,70500000
3,69000000,71000000
3,69500000,71500000
3,70000000,72000000
3,70500000,72500000
3,71000000,73000000
3,71500000,73500000
3,72000000,74000000
3,72500000,74500000
3,73000000,75000000
3,73500000,75500000
3,74000000,76000000
3,74500000,76500000
3,75000000,77000000
3,75500000,77500000
3,76000000,78000000
3,76500000,78500000
3,77000000,79000000
3,77500000,79500000
3,78000000,80000000
3,78500000,80500000
3,79000000,81000000
3,79500000,81500000
3,80000000,82000000
3,80500000,82500000
3,81000000,83000000
3,81500000,83500000
3,82000000,84000000
3,82500000,84500000
3,83000000,85000000
3,83500000,85500000
3,84000000,86000000
3,84500000,86500000
3,85000000,87000000
3,85500000,87500000
3,86000000,88000000
3,86500000,88500000
3,87000000,89000000
3,87500000,89500000
3,88000000,90000000
3,88500000,90500000
3,89000000,91000000
3,89500000,91500000
3,90000000,92000000
3,90500000,92500000
3,94000000,96000000
3,94500000,96500000
3,95000000,97000000
3,95500000,97500000
3,96000000,98000000
3,96500000,98500000
3,97000000,99000000
3,97500000,99500000
3,98000000,100000000
3,98500000,100500000
3,99000000,101000000
3,99500000,101500000
3,100000000,102000000
3,100500000,102500000
3,101000000,103000000
3,101500000,103500000
3,102000000,104000000
3,102500000,104500000
3,103000000,105000000
3,103500000,105500000
3,104000000,106000000
3,104500000,106500000
3,105000000,107000000
3,105500000,107500000
3,106000000,108000000
3,106500000,108500000
3,107000000,109000000
3,107500000,109500000
3,108000000,110000000
3,108500000,110500000
3,109000000,111000000
3,109500000,111500000
3,110000000,112000000
3,110500000,112500000
3,111000000,113000000
3,111500000,113500000
3,112000000,114000000
3,112500000,114500000
3,113000000,115000000
3,113500000,115500000
3,114000000,116000000
3,114500000,116500000
3,115000000,117000000
3,115500000,117500000
3,116000000,118000000
3,116500000,118500000
3,117000000,119000000
3,117500000,119500000
3,118000000,120000000
3,118500000,120500000
3,119000000,121000000
3,119500000,121500000
3,120000000,122000000
3,120500000,122500000
3,121000000,123000000
3,121500000,123500000
3,122000000,124000000
3,122500000,124500000
3,123000000,125000000
3,123500000,125500000
3,124000000,126000000
3,124500000,126500000
3,125000000,127000000
3,125500000,127500000
3,126000000,128000000
3,126500000,128500000
3,127000000,129000000
3,127500000,129500000
3,128000000,130000000
3,128500000,130500000
3,129000000,131000000
3,129500000,131500000
3,130000000,132000000
3,130500000,132500000
3,131000000,133000000
3,131500000,133500000
3,132000000,134000000
3,132500000,134500000
3,133000000,135000000
3,133500000,135500000
3,134000000,136000000
3,134500000,136500000
3,135000000,137000000
3,135500000,137500000
3,136000000,138000000
3,136500000,138500000
3,137000000,139000000
3,137500000,139500000
3,138000000,140000000
3,138500000,140500000
3,139000000,141000000
3,139500000,141500000
3,140000000,142000000
3,140500000,142500000
3,141000000,143000000
3,141500000,143500000
3,142000000,144000000
3,142500000,144500000
3,143000000,145000000
3,143500000,145500000
3,144000000,146000000
3,144500000,146500000
3,145000000,147000000
3,145500000,147500000
3,146000000,148000000
3,146500000,148500000
3,147000000,149000000
3,147500000,149500000
3,148000000,150000000
3,148500000,150500000
3,149000000,151000000
3,149500000,151500000
3,150000000,152000000
3,150500000,152500000
3,151000000,153000000
3,151500000,153500000
3,152000000,154000000
3,152500000,154500000
3,153000000,155000000
3,153500000,155500000
3,154000000,156000000
3,154500000,156500000
3,155000000,157000000
3,155500000,157500000
3,156000000,158000000
3,156500000,158500000
3,157000000,159000000
3,157500000,159500000
3,158000000,160000000
3,158500000,160500000
3,159000000,161000000
3,159500000,161500000
3,160000000,162000000
3,160500000,162500000
3,161000000,163000000
3,161500000,163500000
3,162000000,164000000
3,162500000,164500000
3,163000000,165000000
3,163500000,165500000
3,164000000,166000000
3,164500000,166500000
3,165000000,167000000
3,165500000,167500000
3,166000000,168000000
3,166500000,168500000
3,167000000,169000000
3,167500000,169500000
3,168000000,170000000
3,168500000,170500000
3,169000000,171000000
3,169500000,171500000
3,170000000,172000000
3,170500000,172500000
3,171000000,173000000
3,171500000,173500000
3,172000000,174000000
3,172500000,174500000
3,173000000,175000000
3,173500000,175500000
3,174000000,176000000
3,174500000,176500000
3,175000000,177000000
3,175500000,177500000
3,176000000,178000000
3,176500000,178500000
3,177000000,179000000
3,177500000,179500000
3,178000000,180000000
3,178500000,180500000
3,179000000,181000000
3,179500000,181500000
3,180000000,182000000
3,180500000,182500000
3,181000000,183000000
3,181500000,183500000
3,182000000,184000000
3,182500000,184500000
3,183000000,185000000
3,183500000,185500000
3,184000000,186000000
3,184500000,186500000
3,185000000,187000000
3,185500000,187500000
3,186000000,188000000
3,186500000,188500000
3,187000000,189000000
3,187500000,189500000
3,188000000,190000000
3,188500000,190500000
3,189000000,191000000
3,189500000,191500000
3,190000000,192000000
3,190500000,192500000
3,191000000,193000000
3,191500000,193500000
3,192000000,194000000
3,192500000,194500000
3,193000000,195000000
3,193500000,195500000
3,194000000,196000000
3,194500000,196500000
3,195000000,197000000
3,195500000,197500000
3,196000000,198000000
4,0,2000000
4,500000,2500000
4,1000000,3000000
4,1500000,3500000
4,2000000,4000000
4,2500000,4500000
4,3000000,5000000
4,3500000,5500000
4,4000000,6000000
4,4500000,6500000
4,5000000,7000000
4,5500000,7500000
4,6000000,8000000
4,6500000,8500000
4,7000000,9000000
4,7500000,9500000
4,8000000,10000000
4,8500000,10500000
4,9000000,11000000
4,9500000,11500000
4,10000000,12000000
4,10500000,12500000
4,11000000,13000000
4,11500000,13500000
4,12000000,14000000
4,12500000,14500000
4,13000000,15000000
4,13500000,15500000
4,14000000,16000000
4,14500000,16500000
4,15000000,17000000
4,15500000,17500000
4,16000000,18000000
4,16500000,18500000
4,17000000,19000000
4,17500000,19500000
4,18000000,20000000
4,18500000,20500000
4,19000000,21000000
4,19500000,21500000
4,20000000,22000000
4,20500000,22500000
4,21000000,23000000
4,21500000,23500000
4,22000000,24000000
4,22500000,24500000
4,23000000,25000000
4,23500000,25500000
4,24000000,26000000
4,24500000,26500000
4,25000000,27000000
4,25500000,27500000
4,26000000,28000000
4,26500000,28500000
4,27000000,29000000
4,27500000,29500000
4,28000000,30000000
4,28500000,30500000
4,29000000,31000000
4,29500000,31500000
4,30000000,32000000
4,30500000,32500000
4,31000000,33000000
4,31500000,33500000
4,32000000,34000000
4,32500000,34500000
4,33000000,35000000
4,33500000,35500000
4,34000000,36000000
4,34500000,36500000
4,35000000,37000000
4,35500000,37500000
4,36000000,38000000
4,36500000,38500000
4,37000000,39000000
4,37500000,39500000
4,38000000,40000000
4,38500000,40500000
4,39000000,41000000
4,39500000,41500000
4,40000000,42000000
4,40500000,42500000
4,41000000,43000000
4,41500000,43500000
4,42000000,44000000
4,42500000,44500000
4,43000000,45000000
4,43500000,45500000
4,44000000,46000000
4,44500000,46500000
4,45000000,47000000
4,45500000,47500000
4,46000000,48000000
4,46500000,48500000
4,47000000,49000000
4,47500000,49500000
4,48000000,50000000
4,48500000,50500000
4,49000000,51000000
4,49500000,51500000
4,52000000,54000000
4,52500000,54500000
4,53000000,55000000
4,53500000,55500000
4,54000000,56000000
4,54500000,56500000
4,55000000,57000000
4,55500000,57500000
4,56000000,58000000
4,56500000,58500000
4,57000000,59000000
4,57500000,59500000
4,58000000,60000000
4,58500000,60500000
4,59000000,61000000
4,59500000,61500000
4,60000000,62000000
4,60500000,62500000
4,61000000,63000000
4,61500000,63500000
4,62000000,64000000
4,62500000,64500000
4,63000000,65000000
4,63500000,65500000
4,64000000,66000000
4,64500000,66500000
4,65000000,67000000
4,65500000,67500000
4,66000000,68000000
4,66500000,68500000
4,67000000,69000000
4,67500000,69500000
4,68000000,70000000
4,68500000,70500000
4,69000000,71000000
4,69500000,71500000
4,70000000,72000000
4,70500000,72500000
4,71000000,73000000
4,71500000,73500000
4,72000000,74000000
4,72500000,74500000
4,73000000,75000000
4,73500000,75500000
4,74000000,76000000
4,74500000,76500000
4,75000000,77000000
4,75500000,77500000
4,76000000,78000000
4,76500000,78500000
4,77000000,79000000
4,77500000,79500000
4,78000000,80000000
4,78500000,80500000
4,79000000,81000000
4,79500000,81500000
4,80000000,82000000
4,80500000,82500000
4,81000000,83000000
4,81500000,83500000
4,82000000,84000000
4,82500000,84500000
4,83000000,85000000
4,83500000,85500000
4,84000000,86000000
4,84500000,86500000
4,85000000,87000000
4,85500000,87500000
4,86000000,88000000
4,86500000,88500000
4,87000000,89000000
4,87500000,89500000
4,88000000,90000000
4,88500000,90500000
4,89000000,91000000
4,89500000,91500000
4,90000000,92000000
4,90500000,92500000
4,91000000,93000000
4,91500000,93500000
4,92000000,94000000
4,92500000,94500000
4,93000000,95000000
4,93500000,95500000
4,94000000,96000000
4,94500000,96500000
4,95000000,97000000
4,95500000,97500000
4,96000000,98000000
4,96500000,98500000
4,97000000,99000000
4,97500000,99500000
4,98000000,100000000
4,98500000,100500000
4,99000000,101000000
4,99500000,101500000
4,100000000,102000000
4,100500000,102500000
4,101000000,103000000
4,101500000,103500000
4,102000000,104000000
4,102500000,104500000
4,103000000,105000000
4,103500000,105500000
4,104000000,106000000
4,104500000,106500000
4,105000000,107000000
4,105500000,107500000
4,106000000,108000000
4,106500000,108500000
4,107000000,109000000
4,107500000,109500000
4,108000000,110000000
4,108500000,110500000
4,109000000,111000000
4,109500000,111500000
4,110000000,112000000
4,110500000,112500000
4,111000000,113000000
4,111500000,113500000
4,112000000,114000000
4,112500000,114500000
4,113000000,115000000
4,113500000,115500000
4,114000000,116000000
4,114500000,116500000
4,115000000,117000000
4,115500000,117500000
4,116000000,118000000
4,116500000,118500000
4,117000000,119000000
4,117500000,119500000
4,118000000,120000000
4,118500000,120500000
4,119000000,121000000
4,119500000,121500000
4,120000000,122000000
4,120500000,122500000
4,121000000,123000000
4,121500000,123500000
4,122000000,124000000
4,122500000,124500000
4,123000000,125000000
4,123500000,125500000
4,124000000,126000000
4,124500000,126500000
4,125000000,127000000
4,125500000,127500000
4,126000000,128000000
4,126500000,128500000
4,127000000,129000000
4,127500000,129500000
4,128000000,130000000
4,128500000,130500000
4,129000000,131000000
4,129500000,131500000
4,130000000,132000000
4,130500000,132500000
4,131000000,133000000
4,131500000,133500000
4,132000000,134000000
4,132500000,134500000
4,133000000,135000000
4,133500000,135500000
4,134000000,136000000
4,134500000,136500000
4,135000000,137000000
4,135500000,137500000
4,136000000,138000000
4,136500000,138500000
4,137000000,139000000
4,137500000,139500000
4,138000000,140000000
4,138500000,140500000
4,139000000,141000000
4,139500000,141500000
4,140000000,142000000
4,140500000,142500000
4,141000000,143000000
4,141500000,143500000
4,142000000,144000000
4,142500000,144500000
4,143000000,145000000
4,143500000,145500000
4,144000000,146000000
4,144500000,146500000
4,145000000,147000000
4,145500000,147500000
4,146000000,148000000
4,146500000,148500000
4,147000000,149000000
4,147500000,149500000
4,148000000,150000000
4,148500000,150500000
4,149000000,151000000
4,149500000,151500000
4,150000000,152000000
4,150500000,152500000
4,151000000,153000000
4,151500000,153500000
4,152000000,154000000
4,152500000,154500000
4,153000000,155000000
4,153500000,155500000
4,154000000,156000000
4,154500000,156500000
4,155000000,157000000
4,155500000,157500000
4,156000000,158000000
4,156500000,158500000
4,157000000,159000000
4,157500000,159500000
4,158000000,160000000
4,158500000,160500000
4,159000000,161000000
4,159500000,161500000
4,160000000,162000000
4,160500000,162500000
4,161000000,163000000
4,161500000,163500000
4,162000000,164000000
4,162500000,164500000
4,163000000,165000000
4,163500000,165500000
4,164000000,166000000
4,164500000,166500000
4,165000000,167000000
4,165500000,167500000
4,166000000,168000000
4,166500000,168500000
4,167000000,169000000
4,167500000,169500000
4,168000000,170000000
4,168500000,170500000
4,169000000,171000000
4,169500000,171500000
4,170000000,172000000
4,170500000,172500000
4,171000000,173000000
4,171500000,173500000
4,172000000,174000000
4,172500000,174500000
4,173000000,175000000
4,173500000,175500000
4,174000000,176000000
4,174500000,176500000
4,175000000,177000000
4,175500000,177500000
4,176000000,178000000
4,176500000,178500000
4,177000000,179000000
4,177500000,179500000
4,178000000,180000000
4,178500000,180500000
4,179000000,181000000
4,179500000,181500000
4,180000000,182000000
4,180500000,182500000
4,181000000,183000000
4,181500000,183500000
4,182000000,184000000
4,182500000,184500000
4,183000000,185000000
4,183500000,185500000
4,184000000,186000000
4,184500000,186500000
4,185000000,187000000
4,185500000,187500000
4,186000000,188000000
4,186500000,188500000
4,187000000,189000000
4,187500000,189500000
4,188000000,190000000
5,0,2000000
5,500000,2500000
5,1000000,3000000
5,1500000,3500000
5,2000000,4000000
5,2500000,4500000
5,3000000,5000000
5,3500000,5500000
5,4000000,6000000
5,4500000,6500000
5,5000000,7000000
5,5500000,7500000
5,6000000,8000000
5,6500000,8500000
5,7000000,9000000
5,7500000,9500000
5,8000000,10000000
5,8500000,10500000
5,9000000,11000000
5,9500000,11500000
5,10000000,12000000
5,10500000,12500000
5,11000000,13000000
5,11500000,13500000
5,12000000,14000000
5,12500000,14500000
5,13000000,15000000
5,13500000,15500000
5,14000000,16000000
5,14500000,16500000
5,15000000,17000000
5,15500000,17500000
5,16000000,18000000
5,16500000,18500000
5,17000000,19000000
5,17500000,19500000
5,18000000,20000000
5,18500000,20500000
5,19000000,21000000
5,19500000,21500000
5,20000000,22000000
5,20500000,22500000
5,21000000,23000000
5,21500000,23500000
5,22000000,24000000
5,22500000,24500000
5,23000000,25000000
5,23500000,25500000
5,24000000,26000000
5,24500000,26500000
5,25000000,27000000
5,25500000,27500000
5,26000000,28000000
5,26500000,28500000
5,27000000,29000000
5,27500000,29500000
5,28000000,30000000
5,28500000,30500000
5,29000000,31000000
5,29500000,31500000
5,30000000,32000000
5,30500000,32500000
5,31000000,33000000
5,31500000,33500000
5,32000000,34000000
5,32500000,34500000
5,33000000,35000000
5,33500000,35500000
5,34000000,36000000
5,34500000,36500000
5,35000000,37000000
5,35500000,37500000
5,36000000,38000000
5,36500000,38500000
5,37000000,39000000
5,37500000,39500000
5,38000000,40000000
5,38500000,40500000
5,39000000,41000000
5,39500000,41500000
5,40000000,42000000
5,40500000,42500000
5,41000000,43000000
5,41500000,43500000
5,42000000,44000000
5,42500000,44500000
5,43000000,45000000
5,43500000,45500000
5,44000000,46000000
5,44500000,46500000
5,45000000,47000000
5,45500000,47500000
5,46000000,48000000
5,50500000,52500000
5,51000000,53000000
5,51500000,53500000
5,52000000,54000000
5,52500000,54500000
5,53000000,55000000
5,53500000,55500000
5,54000000,56000000
5,54500000,56500000
5,55000000,57000000
5,55500000,57500000
5,56000000,58000000
5,56500000,58500000
5,57000000,59000000
5,57500000,59500000
5,58000000,60000000
5,58500000,60500000
5,59000000,61000000
5,59500000,61500000
5,60000000,62000000
5,60500000,62500000
5,61000000,63000000
5,61500000,63500000
5,62000000,64000000
5,62500000,64500000
5,63000000,65000000
5,63500000,65500000
5,64000000,66000000
5,64500000,66500000
5,65000000,67000000
5,65500000,67500000
5,66000000,68000000
5,66500000,68500000
5,67000000,69000000
5,67500000,69500000
5,68000000,70000000
5,68500000,70500000
5,69000000,71000000
5,69500000,71500000
5,70000000,72000000
5,70500000,72500000
5,71000000,73000000
5,71500000,73500000
5,72000000,74000000
5,72500000,74500000
5,73000000,75000000
5,73500000,75500000
5,74000000,76000000
5,74500000,76500000
5,75000000,77000000
5,75500000,77500000
5,76000000,78000000
5,76500000,78500000
5,77000000,79000000
5,77500000,79500000
5,78000000,80000000
5,78500000,80500000
5,79000000,81000000
5,79500000,81500000
5,80000000,82000000
5,80500000,82500000
5,81000000,83000000
5,81500000,83500000
5,82000000,84000000
5,82500000,84500000
5,83000000,85000000
5,83500000,85500000
5,84000000,86000000
5,84500000,86500000
5,85000000,87000000
5,85500000,87500000
5,86000000,88000000
5,86500000,88500000
5,87000000,89000000
5,87500000,89500000
5,88000000,90000000
5,88500000,90500000
5,89000000,91000000
5,89500000,91500000
5,90000000,92000000
5,90500000,92500000
5,91000000,93000000
5,91500000,93500000
5,92000000,94000000
5,92500000,94500000
5,93000000,95000000
5,93500000,95500000
5,94000000,96000000
5,94500000,96500000
5,95000000,97000000
5,95500000,97500000
5,96000000,98000000
5,96500000,98500000
5,97000000,99000000
5,97500000,99500000
5,98000000,100000000
5,98500000,100500000
5,99000000,101000000
5,99500000,101500000
5,100000000,102000000
5,100500000,102500000
5,101000000,103000000
5,101500000,103500000
5,102000000,104000000
5,102500000,104500000
5,103000000,105000000
5,103500000,105500000
5,104000000,106000000
5,104500000,106500000
5,105000000,107000000
5,105500000,107500000
5,106000000,108000000
5,106500000,108500000
5,107000000,109000000
5,107500000,109500000
5,108000000,110000000
5,108500000,110500000
5,109000000,111000000
5,109500000,111500000
5,110000000,112000000
5,110500000,112500000
5,111000000,113000000
5,111500000,113500000
5,112000000,114000000
5,112500000,114500000
5,113000000,115000000
5,113500000,115500000
5,114000000,116000000
5,114500000,116500000
5,115000000,117000000
5,115500000,117500000
5,116000000,118000000
5,116500000,118500000
5,117000000,119000000
5,117500000,119500000
5,118000000,120000000
5,118500000,120500000
5,119000000,121000000
5,119500000,121500000
5,120000000,122000000
5,120500000,122500000
5,121000000,123000000
5,121500000,123500000
5,122000000,124000000
5,122500000,124500000
5,123000000,125000000
5,123500000,125500000
5,124000000,126000000
5,124500000,126500000
5,125000000,127000000
5,125500000,127500000
5,126000000,128000000
5,126500000,128500000
5,127000000,129000000
5,127500000,129500000
5,128000000,130000000
5,128500000,130500000
5,129000000,131000000
5,129500000,131500000
5,130000000,132000000
5,130500000,132500000
5,131000000,133000000
5,131500000,133500000
5,132000000,134000000
5,132500000,134500000
5,133000000,135000000
5,133500000,135500000
5,134000000,136000000
5,134500000,136500000
5,135000000,137000000
5,135500000,137500000
5,136000000,138000000
5,136500000,138500000
5,137000000,139000000
5,137500000,139500000
5,138000000,140000000
5,138500000,140500000
5,139000000,141000000
5,139500000,141500000
5,140000000,142000000
5,140500000,142500000
5,141000000,143000000
5,141500000,143500000
5,142000000,144000000
5,142500000,144500000
5,143000000,145000000
5,143500000,145500000
5,144000000,146000000
5,144500000,146500000
5,145000000,147000000
5,145500000,147500000
5,146000000,148000000
5,146500000,148500000
5,147000000,149000000
5,147500000,149500000
5,148000000,150000000
5,148500000,150500000
5,149000000,151000000
5,149500000,151500000
5,150000000,152000000
5,150500000,152500000
5,151000000,153000000
5,151500000,153500000
5,152000000,154000000
5,152500000,154500000
5,153000000,155000000
5,153500000,155500000
5,154000000,156000000
5,154500000,156500000
5,155000000,157000000
5,155500000,157500000
5,156000000,158000000
5,156500000,158500000
5,157000000,159000000
5,157500000,159500000
5,158000000,160000000
5,158500000,160500000
5,159000000,161000000
5,159500000,161500000
5,160000000,162000000
5,160500000,162500000
5,161000000,163000000
5,161500000,163500000
5,162000000,164000000
5,162500000,164500000
5,163000000,165000000
5,163500000,165500000
5,164000000,166000000
5,164500000,166500000
5,165000000,167000000
5,165500000,167500000
5,166000000,168000000
5,166500000,168500000
5,167000000,169000000
5,167500000,169500000
5,168000000,170000000
5,168500000,170500000
5,169000000,171000000
5,169500000,171500000
5,170000000,172000000
5,170500000,172500000
5,171000000,173000000
5,171500000,173500000
5,172000000,174000000
5,172500000,174500000
5,173000000,175000000
5,173500000,175500000
5,174000000,176000000
5,174500000,176500000
5,175000000,177000000
5,175500000,177500000
5,176000000,178000000
5,176500000,178500000
5,177000000,179000000
5,177500000,179500000
5,178000000,180000000
5,178500000,180500000
5,179000000,181000000
5,179500000,181500000
6,0,2000000
6,500000,2500000
6,1000000,3000000
6,1500000,3500000
6,2000000,4000000
6,2500000,4500000
6,3000000,5000000
6,3500000,5500000
6,4000000,6000000
6,4500000,6500000
6,5000000,7000000
6,5500000,7500000
6,6000000,8000000
6,6500000,8500000
6,7000000,9000000
6,7500000,9500000
6,8000000,10000000
6,8500000,10500000
6,9000000,11000000
6,9500000,11500000
6,10000000,12000000
6,10500000,12500000
6,11000000,13000000
6,11500000,13500000
6,12000000,14000000
6,12500000,14500000
6,13000000,15000000
6,13500000,15500000
6,14000000,16000000
6,14500000,16500000
6,15000000,17000000
6,15500000,17500000
6,16000000,18000000
6,16500000,18500000
6,17000000,19000000
6,17500000,19500000
6,18000000,20000000
6,18500000,20500000
6,19000000,21000000
6,19500000,21500000
6,20000000,22000000
6,20500000,22500000
6,21000000,23000000
6,21500000,23500000
6,22000000,24000000
6,22500000,24500000
6,23000000,25000000
6,23500000,25500000
6,24000000,26000000
6,24500000,26500000
6,25000000,27000000
6,25500000,27500000
6,26000000,28000000
6,26500000,28500000
6,27000000,29000000
6,27500000,29500000
6,28000000,30000000
6,28500000,30500000
6,29000000,31000000
6,29500000,31500000
6,30000000,32000000
6,30500000,32500000
6,31000000,33000000
6,31500000,33500000
6,32000000,34000000
6,32500000,34500000
6,33000000,35000000
6,33500000,35500000
6,34000000,36000000
6,34500000,36500000
6,35000000,37000000
6,35500000,37500000
6,36000000,38000000
6,36500000,38500000
6,37000000,39000000
6,37500000,39500000
6,38000000,40000000
6,38500000,40500000
6,39000000,41000000
6,39500000,41500000
6,40000000,42000000
